beta,grid_n,h,mode,eigenvalue,localized_fraction,dominant_l,purity,score_l0,score_l1,score_l2,score_l3
0.5,23,0.25,16,2.9580582629807646,0.3090768422124841,3,0.936129530598125,2.9734763017741606e-09,2.69355492523212e-07,1.3982222300726247e-08,0.936129530598125
0.5,23,0.25,17,3.7264182601076965,0.4869928960025743,3,0.5366954151938903,1.8789805339954706e-05,0.37835350431925635,2.421356891163105e-06,0.5366954151938903
0.5,29,0.19999999999999973,0,-0.8710273094550876,0.9097306984334722,0,0.997249361271658,0.997249361271658,0.0005096707442693217,0.0006329565604531455,0.00084890272390782
0.5,29,0.19999999999999973,1,0.5525834623066159,0.6459898361550105,1,0.9731558900651072,2.357161949700806e-07,0.9731558900651072,3.610288865911106e-07,0.011786517126373386
0.5,29,0.19999999999999973,2,0.5537659939881049,0.6457680638810798,1,0.9732217205300617,6.866356507594804e-08,0.9732217205300617,5.386131176315092e-07,0.01185213861103281
0.5,29,0.19999999999999973,3,0.5546143757730311,0.6451697719424578,1,0.9731748719891613,3.2781097925619065e-07,0.9731748719891613,2.417703443858209e-07,0.011875109803707087
0.5,29,0.19999999999999973,4,1.3645853955229212,0.4623008386295536,0,0.9239587046194484,0.9239587046194484,0.0005974820397447207,0.0007445418511762521,0.000992369590549249
0.5,29,0.19999999999999973,5,1.5692714099631135,0.3897338164270965,2,0.9398433323422131,2.1687365533380643e-07,5.791877046740234e-07,0.9398433323422131,6.20789910078059e-08
0.5,29,0.19999999999999973,6,1.5694089837348484,0.38939833418526165,2,0.9398275287364932,2.091999148722001e-07,2.46339413063118e-07,0.9398275287364932,2.509549880323647e-08
0.5,29,0.19999999999999973,7,1.569560923257397,0.38957678839309845,2,0.9398112608300079,6.356871988941223e-10,1.2805274177122545e-10,0.9398112608300079,3.014793478708287e-11
0.5,29,0.19999999999999973,8,2.0142794461608102,0.5400693886135195,2,0.9584032231156234,1.6696120591057193e-06,3.5621170553867453e-09,0.9584032231156234,1.107917066949028e-08
0.5,29,0.19999999999999973,9,2.0145196537280783,0.5400233851376294,2,0.9584321250187307,7.009521470021556e-07,9.961214618411422e-07,0.9584321250187307,1.1229485590274579e-07
0.5,29,0.19999999999999973,10,2.498481571031266,0.19428027435932485,3,0.8716882359706045,2.725608053770811e-11,1.4122311049218623e-09,9.018795230993109e-11,0.8716882359706045
0.5,29,0.19999999999999973,11,2.8144445558813835,0.36676898687743187,1,0.47936514454723467,4.590693184990057e-07,0.47936514454723467,1.1971244141208775e-06,0.3811103794269009
0.5,29,0.19999999999999973,12,2.816278478975665,0.36651430130551227,1,0.47833177744782174,2.960729091560752e-08,0.47833177744782174,1.2565412654450966e-06,0.3827711080778384
0.5,29,0.19999999999999973,13,2.8176294958953534,0.3664157100158707,1,0.47727521909182746,1.560287405291967e-07,0.47727521909182746,6.564104006870047e-07,0.38372480108381
0.5,29,0.19999999999999973,14,2.9718730599485634,0.2999635492144897,3,0.9353869317770169,1.1401817889595556e-07,2.844877497684221e-07,1.9220540663666636e-08,0.9353869317770169
0.5,29,0.19999999999999973,15,2.971888548600164,0.30019427843661955,3,0.9353853724343448,1.4236295773249402e-08,6.433060536862482e-07,3.576360100598432e-08,0.9353853724343448
0.5,29,0.19999999999999973,16,2.9719141860337417,0.3001198659740822,3,0.9353833285484466,3.166266243662883e-09,2.245702083266023e-07,1.0693315690242961e-08,0.9353833285484466
