alpha,samples,strand,mode,eigenvalue,dominant_l,score_l0,score_l1,score_l2,length,potential_min,potential_max
0.1,256,1,2,2.910437327930903,1,1.1062656902136684e-07,0.8782640751279684,0.5189372621673614,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,3,12.028247435051046,2,4.8912087029014903e-05,0.10724383156428008,0.3272202679553796,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,4,12.08233308641853,2,2.7421838363830552e-08,0.07668512721910807,0.4050603177793404,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,5,27.39271621228146,1,3.3747618455130723e-06,0.1580851396607909,0.14303003713854104,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,6,27.421155091558173,2,1.6290988339698518e-09,0.03229405085110366,0.07145894966075168,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,7,48.91371793620105,1,6.420333854525228e-07,0.210509387504807,0.10801095314611292,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,8,48.92624005392297,2,6.405919917964088e-10,0.015476476887956126,0.05239054892037134,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,9,76.61440218020253,1,1.1589205523746471e-07,0.11464505667865779,0.11183436080589952,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,10,76.61511124162978,2,1.548273565507104e-08,0.0131068388391107,0.1422907583459993,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,11,110.51018956250326,2,2.5958401106372702e-08,0.08918494113315042,0.0953604215633661,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,12,110.52480750449814,2,1.8573031745823137e-10,0.00694725407692617,0.12404385151973525,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,13,150.6588944488945,2,1.928089030482902e-09,0.017488275186155904,0.13427010037723722,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,14,150.66169244366364,2,6.047610972317932e-09,0.047000159854475344,0.08449041312892494,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,15,197.0760410784717,2,2.9469528696726606e-11,0.001613330095880815,0.12947576929689733,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,16,197.0860645062582,2,2.4161831090189702e-09,0.0325422453184047,0.06442402789424102,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,256,1,17,249.81649191482967,2,6.576337870659452e-10,0.02221107854163367,0.04394082492793379,3.5876224338115827,-0.7606963419635389,-0.11089141019371582
0.1,512,0,0,-0.2603652170608074,2,0.9990880090750939,0.8932933431876754,0.9998464137947239,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,1,4.80801042711353,2,0.0008837877174481919,0.5502313976553127,0.9561827111972561,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,2,4.951530363776582,2,6.022588675846531e-07,0.8400103748693569,0.9683323817925058,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,3,20.247909498633575,2,2.4927148308682528e-05,0.17380477581872283,0.3290496200075604,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,4,20.315599751233123,2,1.8103804692603335e-08,0.0901024216754422,0.2161777902523395,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,5,45.93748627950489,2,2.205018082120544e-06,0.06498694409095362,0.120475699572221,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,6,45.97400663780698,2,1.172486021720317e-10,0.028716677594675142,0.13722482906610448,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,7,81.89513539888478,2,3.4642762380925604e-07,0.06094143983252753,0.10522313941572128,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,8,81.91813803619513,2,3.8651212851883876e-12,0.016705055730755185,0.07696803175989812,2.773074093811138,-1.0024695974095428,-0.12839809773484467
